,k,model,hit@k,file,time
0,5,EnsembleV2,0.7385269247886068,C:/Users/Niv Fono/PycharmProjects/Embible-Backend/data/Hit@K/mixed validetion dfs masked spaces new P/MIX_val_df_masked_spaces_5_percent.json,29.270916390419007
1,5,EnsembleV2,0.659520503469847,C:/Users/Niv Fono/PycharmProjects/Embible-Backend/data/Hit@K/mixed validetion dfs masked spaces new P/MIX_val_df_masked_spaces_10_percent.json,32.84724194208781
2,5,EnsembleV2,0.6025022790559517,C:/Users/Niv Fono/PycharmProjects/Embible-Backend/data/Hit@K/mixed validetion dfs masked spaces new P/MIX_val_df_masked_spaces_15_percent.json,33.904331517219546
