,model,hit@k,file,time
28,Embible/AlephBertGimmel-20-epochs,0.2863127930710873,C:/Users/ELDAR/PycharmProjects/Embible-Backend4/data/Hit@K/mixed test dfs masked spaces new P/MIX_test_df_masked_spaces_10_percent.json,1.0811928947766622
29,Embible/AlephBertGimmel-50-epochs,0.2796633884135318,C:/Users/ELDAR/PycharmProjects/Embible-Backend4/data/Hit@K/mixed test dfs masked spaces new P/MIX_test_df_masked_spaces_10_percent.json,1.070015553633372
30,Embible/mBert-10-epochs,0.14523210986202478,C:/Users/ELDAR/PycharmProjects/Embible-Backend4/data/Hit@K/mixed test dfs masked spaces new P/MIX_test_df_masked_spaces_10_percent.json,1.1323500553766885
31,Embible/mBert-20-epochs,0.14369720570204214,C:/Users/ELDAR/PycharmProjects/Embible-Backend4/data/Hit@K/mixed test dfs masked spaces new P/MIX_test_df_masked_spaces_10_percent.json,1.140031131108602
32,Embible/mBert-50-epochs,0.14922881143400293,C:/Users/ELDAR/PycharmProjects/Embible-Backend4/data/Hit@K/mixed test dfs masked spaces new P/MIX_test_df_masked_spaces_10_percent.json,1.14916250705719
33,Embible/distilBert-10-epochs,0.12165783967021153,C:/Users/ELDAR/PycharmProjects/Embible-Backend4/data/Hit@K/mixed test dfs masked spaces new P/MIX_test_df_masked_spaces_10_percent.json,0.8881537755330403
34,Embible/distilBert-20-epochs,0.14967109959097805,C:/Users/ELDAR/PycharmProjects/Embible-Backend4/data/Hit@K/mixed test dfs masked spaces new P/MIX_test_df_masked_spaces_10_percent.json,0.8923223455746968
35,Embible/distilBert-50-epochs,0.14925727075232018,C:/Users/ELDAR/PycharmProjects/Embible-Backend4/data/Hit@K/mixed test dfs masked spaces new P/MIX_test_df_masked_spaces_10_percent.json,0.902185606956482
36,Embible/AlephBertGimmel-10-epochs,0.22453060707622538,C:/Users/ELDAR/PycharmProjects/Embible-Backend4/data/Hit@K/mixed validetion dfs masked spaces new P/MIX_val_df_masked_spaces_15_percent.json,1.141018815835317
37,Embible/AlephBertGimmel-20-epochs,0.22414659210829263,C:/Users/ELDAR/PycharmProjects/Embible-Backend4/data/Hit@K/mixed validetion dfs masked spaces new P/MIX_val_df_masked_spaces_15_percent.json,1.1184348861376445
38,Embible/AlephBertGimmel-50-epochs,0.23326419585902863,C:/Users/ELDAR/PycharmProjects/Embible-Backend4/data/Hit@K/mixed validetion dfs masked spaces new P/MIX_val_df_masked_spaces_15_percent.json,1.1315764983495076
39,Embible/mBert-10-epochs,0.12627157062651648,C:/Users/ELDAR/PycharmProjects/Embible-Backend4/data/Hit@K/mixed validetion dfs masked spaces new P/MIX_val_df_masked_spaces_15_percent.json,1.1826111952463785
40,Embible/mBert-20-epochs,0.12530917112320406,C:/Users/ELDAR/PycharmProjects/Embible-Backend4/data/Hit@K/mixed validetion dfs masked spaces new P/MIX_val_df_masked_spaces_15_percent.json,1.1462779839833577
41,Embible/mBert-50-epochs,0.12729149731473274,C:/Users/ELDAR/PycharmProjects/Embible-Backend4/data/Hit@K/mixed validetion dfs masked spaces new P/MIX_val_df_masked_spaces_15_percent.json,1.1594745953877768
42,Embible/distilBert-10-epochs,0.10265854234642194,C:/Users/ELDAR/PycharmProjects/Embible-Backend4/data/Hit@K/mixed validetion dfs masked spaces new P/MIX_val_df_masked_spaces_15_percent.json,0.8925088127454122
43,Embible/distilBert-20-epochs,0.1297682490227045,C:/Users/ELDAR/PycharmProjects/Embible-Backend4/data/Hit@K/mixed validetion dfs masked spaces new P/MIX_val_df_masked_spaces_15_percent.json,0.9347675363222758
44,Embible/distilBert-50-epochs,0.13092340376110606,C:/Users/ELDAR/PycharmProjects/Embible-Backend4/data/Hit@K/mixed validetion dfs masked spaces new P/MIX_val_df_masked_spaces_15_percent.json,0.9150612632433573
45,Embible/AlephBertGimmel-10-epochs,0.23967162177648807,C:/Users/ELDAR/PycharmProjects/Embible-Backend4/data/Hit@K/mixed test dfs masked spaces new P/MIX_test_df_masked_spaces_15_percent.json,1.1072303493817648
46,Embible/AlephBertGimmel-20-epochs,0.23736963899392585,C:/Users/ELDAR/PycharmProjects/Embible-Backend4/data/Hit@K/mixed test dfs masked spaces new P/MIX_test_df_masked_spaces_15_percent.json,1.1166103800137839
47,Embible/AlephBertGimmel-50-epochs,0.24100659333577365,C:/Users/ELDAR/PycharmProjects/Embible-Backend4/data/Hit@K/mixed test dfs masked spaces new P/MIX_test_df_masked_spaces_15_percent.json,1.1059228261311849
48,Embible/mBert-10-epochs,0.12680957869448486,C:/Users/ELDAR/PycharmProjects/Embible-Backend4/data/Hit@K/mixed test dfs masked spaces new P/MIX_test_df_masked_spaces_15_percent.json,1.1606418410936992
49,Embible/mBert-20-epochs,0.12530210059570174,C:/Users/ELDAR/PycharmProjects/Embible-Backend4/data/Hit@K/mixed test dfs masked spaces new P/MIX_test_df_masked_spaces_15_percent.json,1.1367151021957398
50,Embible/mBert-50-epochs,0.13020085253268965,C:/Users/ELDAR/PycharmProjects/Embible-Backend4/data/Hit@K/mixed test dfs masked spaces new P/MIX_test_df_masked_spaces_15_percent.json,1.1491447806358337
51,Embible/distilBert-10-epochs,0.10986352798744414,C:/Users/ELDAR/PycharmProjects/Embible-Backend4/data/Hit@K/mixed test dfs masked spaces new P/MIX_test_df_masked_spaces_15_percent.json,0.9155748963356019
